,imdbid,year,rating,id,title,Wikipedia movie ID,Freebase movie ID,Movie name,Movie box office revenue,Movie runtime,result,genres,countries,languages,female_actor_ratio,male_actor_ratio,female_actresses,male_actors
33,10879.0,1919,3,2018,When the Clouds Roll by,5565908,/m/0dsvtp,When the Clouds Roll by,,50.0,1,"Romantic comedy, Silent film, Indie, Black-and-white, Satire, Comedy",United States of America,"Silent film, English Language",,,0,1
34,9968.0,1919,0,2588,Broken Blossoms or The Yellow Man and the Girl,73380,/m/0jq5p,Broken Blossoms,,75.0,0,"Silent film, Indie, Black-and-white, Drama, Romantic drama, Romance Film",United States of America,English Language,0.3333333333333333,0.6666666666666667,1,2
35,10323.0,1920,0,1306,"Cabinet of Dr. Caligari, The",173650,/m/017f6j,The Cabinet of Dr. Caligari,,50.0,0,"Thriller, Silent film, Horror, Indie, World cinema, Black-and-white, Drama",Germany,"Silent film, German Language",0.25,0.75,2,6
36,11588.0,1920,3,1991,Pollyanna,16428005,/m/03y1872,Pollyanna,,58.0,1,"Silent film, Indie, Black-and-white, Drama, Comedy, Family Film",United States of America,"Silent film, English Language",0.42857142857142855,0.5714285714285714,3,4
37,11870.0,1920,3,5948,Within Our Gates,76638,/m/0k5m0,Within Our Gates,,79.0,1,"Silent film, Drama, Indie, Black-and-white, Early Black Cinema",United States of America,"Silent film, English Language",0.4,0.6,2,3
38,12532.0,1921,3,1263,Orphans of the Storm,5925279,/m/0fdvpz,Orphans Of The Storm,,150.0,1,"Silent film, Melodrama, Indie, Black-and-white, Short Film, Period piece, Drama",United States of America,"Silent film, English Language",0.6666666666666666,0.33333333333333337,2,1
39,12349.0,1921,0,3945,"Kid, The",1346905,/m/04vl27,The Kid,2500000.0,60.0,0,"Silent film, Drama, Indie, Black-and-white, Comedy",United States of America,"Silent film, English Language",0.2727272727272727,0.7272727272727273,3,8
40,13442.0,1922,2,1307,"Nosferatu, eine Symphonie des Grauens",82423,/m/0l507,Nosferatu,,84.0,0,"Silent film, Horror, Indie, World cinema, Gothic Film, Mystery, Fantasy, Expressionism, Romance Film, Costume Horror",Germany,"Silent film, German Language",0.2727272727272727,0.7272727272727273,3,8
41,13496.0,1922,2,1631,"Phantom, The",5667662,/m/0dz3hf,Phantom,,158.0,0,"Silent film, Indie, World cinema, Black-and-white, Fantasy, Drama, Romance Film",Weimar Republic,"Silent film, German Language",0.6,0.4,6,4
42,12543.0,1922,0,5361,"Paleface, The",6748163,/m/0gly7t,The Paleface,,20.0,0,"Short Film, Silent film, Indie, Black-and-white, Comedy",United States of America,"Silent film, English Language",,,0,1
43,13427.0,1922,1,5901,Nanook of the North,21174,/m/059p3,Nanook of the North,,79.0,0,"History, Anthropology, Black-and-white, Documentary",United States of America,English Language,1.0,0.0,1,0
44,13140.0,1922,3,5958,Foolish Wives,15852561,/m/03nx42z,Foolish Wives,,150.0,1,"Silent film, Drama, Black-and-white",United States of America,"Silent film, English Language",1.0,0.0,1,0
45,14429.0,1923,0,1961,Safety Last!,76313,/m/0k42n,Safety Last!,,73.0,0,"Thriller, Silent film, Indie, Black-and-white, Comedy, Romance Film, Slapstick, Family Film, Adventure",United States of America,English Language,0.2,0.8,1,4
46,14611.0,1923,0,1967,Why Worry?,5016035,/m/0czyp5,Why Worry?,,63.0,0,"Silent film, Indie, Black-and-white, Adventure Comedy, Comedy, Slapstick",United States of America,"Silent film, English Language",0.25,0.75,1,3
47,14469.0,1923,2,1998,"Silent Command, The",15435020,/m/03m8_n7,The Silent Command,,80.0,0,"Silent film, Drama, Indie, Black-and-white",United States of America,"Silent film, English Language",,,0,2
48,14341.0,1923,0,5949,Our Hospitality,2685258,/m/07xwyr,Our Hospitality,,74.0,0,"Romantic comedy, Silent film, Indie, Black-and-white, Adventure Comedy, Comedy, Drama",United States of America,"Silent film, English Language",0.18181818181818182,0.8181818181818181,2,9
49,14624.0,1923,2,8947,A Woman of Paris,546663,/m/02nr5x,A Woman of Paris,,111.0,0,"Silent film, Melodrama, Indie, Black-and-white, Drama, Romantic drama, Romance Film",United States of America,"Silent film, English Language",0.4,0.6,4,6
50,15400.0,1924,0,1264,"Thief of Bagdad, The",76385,/m/0k4lc,The Thief of Bagdad,,139.0,0,"Swashbuckler films, Silent film, Indie, Costume drama, Black-and-white, Action/Adventure, Fantasy, Drama, Family Film, Romance Film, Adventure",United States of America,"Silent film, English Language",0.2,0.8,2,8
51,15498.0,1924,0,1960,Wild Oranges,14193289,/m/03cxd9m,Wild Oranges,,70.0,0,"Silent film, Drama, Indie, Black-and-white, Adventure",United States of America,"Silent film, English Language",1.0,0.0,1,0
52,15163.0,1924,0,2009,"Navigator, The",4499305,/m/0c5phg,The Navigator,,78.0,0,"Silent film, Indie, Black-and-white, Drama, Comedy, Slapstick",United States of America,Silent film,0.2,0.8,1,4
53,15324.0,1924,0,2011,Sherlock Jr.,76346,/m/0k48b,"Sherlock, Jr.",,56.0,0,"Crime Fiction, Silent film, Indie, Black-and-white, Fantasy, Comedy, Drama",United States of America,"Silent film, English Language",0.2,0.8,1,4
54,14945.0,1924,0,2016,Girl Shy,3371111,/m/0983w1,Girl Shy,1550000.0,80.0,0,"Romantic comedy, Silent film, Indie, Chase Movie, Black-and-white, Comedy, Romance Film",United States of America,"Silent film, English Language",0.5,0.5,1,1
55,15116.0,1924,3,2020,Manhandled,32176706,/m/0gxzpj7,Manhandled,,,1,Silent film,,Silent film,0.5,0.5,2,2
56,15881.0,1924,3,8458,Greed,73930,/m/0jsjm,Greed,274827.0,246.0,1,"Silent film, Drama, Black-and-white",United States of America,"Silent film, English Language",0.45454545454545453,0.5454545454545454,5,6
57,16220.0,1925,2,1305,"Phantom of the Opera, The",308930,/m/01sxpw,The Phantom of the Opera,2000000.0,106.0,0,"Horror, Silent film, Drama",United States of America,"Silent film, English Language, American English",0.26666666666666666,0.7333333333333334,4,11
58,15648.0,1925,0,1308,Battleship Potemkin,77865,/m/0kcqg,Battleship Potemkin,,70.0,0,"Crime Fiction, Silent film, Indie, World cinema, History, Black-and-white, Propaganda film, War film, Drama, Political drama",Soviet Union,"Silent film, Russian Language",0.2,0.8,1,4
59,15864.0,1925,0,1309,"Gold Rush, The",73882,/m/0jsfp,The Gold Rush,4250001.0,96.0,0,"Silent film, Drama, Indie, Black-and-white, Comedy",United States of America,"Silent film, English Language",0.16666666666666666,0.8333333333333334,1,5
60,15863.0,1925,0,1978,Go West,9021073,/m/027tr_7,Go West,,87.0,0,"Silent film, Indie, Black-and-white, Western, Drama, Comedy",United States of America,"Silent film, English Language",0.25,0.75,1,3
61,15841.0,1925,0,2012,"Freshman, The",3831825,/m/0b28p3,The Freshman,2600000.0,76.0,0,"Silent film, Indie, Black-and-white, Comedy",United States of America,"Silent film, English Language",0.5,0.5,1,1
62,16332.0,1925,0,3077,Seven Chances,5697483,/m/0d_prg,Seven Chances,,80.0,0,"Romantic comedy, Silent film, Indie, Black-and-white, Drama, Comedy, Comedy of Errors",United States of America,"Silent film, English Language",0.2857142857142857,0.7142857142857143,2,5
63,16039.0,1925,2,5514,"Lost World, The",2509613,/m/07jwm1,The Lost World,,93.0,0,"Thriller, Science Fiction, Horror, Adventure, Silent film, Fantasy",United States of America,Silent film,0.25,0.75,3,9
64,15624.0,1925,2,5962,"Big Parade, The",73368,/m/0jq1x,The Big Parade,,141.0,0,"Silent film, Drama, Indie, Black-and-white, War film",United States of America,"Silent film, English Language",0.5,0.5,2,2
65,15361.0,1925,0,5991,Stachka,4655863,/m/0cfq_2,Strike,,82.0,0,"Silent film, Indie, World cinema, Black-and-white, Drama, Political drama",Soviet Union,"Silent film, Russian Language",,,0,3
66,17449.0,1926,1,1334,"Temptress, The",9271112,/m/0282gwg,The Temptress,,117.0,0,"Silent film, Drama, Indie, Black-and-white",United States of America,"Silent film, English Language",0.3333333333333333,0.6666666666666667,1,2
67,16884.0,1926,1,1260,Flesh and the Devil,2676497,/m/07x6p0,Flesh and the Devil,,112.0,0,"Silent film, Melodrama, Indie, Black-and-white, Drama, Film adaptation, Romantic drama, Romance Film",United States of America,"Silent film, English Language",0.3333333333333333,0.6666666666666667,3,6
68,17136.0,1927,1,1267,Metropolis,49696,/m/0d6b7,Metropolis,,95.0,0,"Thriller, Science Fiction, Indie, World cinema, Silent film, Black-and-white, Fantasy, Drama, Romance Film, Action, Dystopia, Adventure",Weimar Republic,"Silent film, German Language",0.125,0.875,1,7
69,18528.0,1927,0,1311,"Unknown, The",3566585,/m/09l_6k,The Unknown,,181.0,0,"Horror, Silent film, Drama, Indie, Black-and-white",United States of America,"Silent film, English Language",0.16666666666666666,0.8333333333333334,1,5
70,18455.0,1927,2,1632,Sunrise: A Song of Two Humans,61904,/m/0grk0,Sunrise: A Song of Two Humans,,173.0,0,"Crime Fiction, Silent film, Indie, Black-and-white, Drama, Romantic drama, Romance Film",United States of America,"Silent film, English Language",0.5,0.5,4,4
71,18051.0,1927,0,1964,"Kid Brother, The",5045608,/m/0d0b01,The Kid Brother,,84.0,0,"Crime Fiction, Silent film, Indie, Black-and-white, Comedy",United States of America,"Silent film, English Language",0.2,0.8,1,4
72,18199.0,1927,0,1982,Nevada,23470411,/m/06w5_tg,Nevada,,,0,Western,United States of America,,0.1111111111111111,0.8888888888888888,1,8
73,18183.0,1927,3,2010,My Best Girl,16426208,/m/03y0_t7,My Best Girl,,79.0,1,"Romantic comedy, Silent film, Melodrama, Family Drama, Comedy-drama, Black-and-white, Drama, Comedy, Romantic drama, Romance Film",United States of America,"Silent film, English Language",0.6,0.4,6,4
74,18578.0,1927,1,3118,Wings,61046,/m/0gkm1,Wings,,141.0,0,"Adventure, Ensemble Film, Silent film, Indie, Combat Films, Black-and-white, Action/Adventure, Drama, War film, Romantic drama, Romance Film, Action, Airplanes and airports",United States of America,"Silent film, English Language",0.3333333333333333,0.6666666666666667,4,8
75,18037.0,1927,1,5975,"Jazz Singer, The",68145,/m/0hvcr,The Jazz Singer,3900000.0,88.0,0,"Musical, Drama, Black-and-white",United States of America,English Language,0.42857142857142855,0.5714285714285714,9,12
76,17825.0,1927,1,7324,Downhill [When Boys Leave Home],1619872,/m/05h7hj,Downhill,,,0,"Thriller, Silent film, Indie, Family Drama, Black-and-white, Drama, Adventure",United Kingdom,"Silent film, English Language",0.5,0.5,2,2
77,19254.0,1928,0,1314,"Passion of Joan of Arc, The",457561,/m/02bvbs,The Passion of Joan of Arc,,110.0,0,"Christian film, Silent film, Biography, Indie, World cinema, Costume drama, Biopic [feature], Epic, Black-and-white, Drama, Hagiography, War film, Historical fiction, Political drama",France,"French Language, Silent film",0.14285714285714285,0.8571428571428572,1,6
78,19412.0,1928,0,1963,Speedy,1823165,/m/05zrz9,Speedy,,86.0,0,"Silent film, Comedy, Black-and-white, Indie",United States of America,"Silent film, English Language",0.25,0.75,1,3
79,18773.0,1928,0,1968,"Circus, The",142780,/m/011_mj,The Circus,,68.0,0,"Romantic comedy, Silent film, Adventure, Black-and-white, Drama, Comedy, Romance Film, Family Film, Slapstick",United States of America,"Silent film, English Language",0.14285714285714285,0.8571428571428572,1,6
80,18742.0,1928,0,1970,"Cameraman, The",5656505,/m/0dyl93,The Cameraman,,69.0,0,"Romantic comedy, Silent film, Black-and-white, Drama, Comedy, Romance Film, Family Film, Slapstick",United States of America,"Silent film, English Language",0.2,0.8,1,4
81,19421.0,1928,0,1971,"Steamboat Bill, Jr.",584014,/m/02sggw,Steamboat Bill Jr.,,77.0,0,"Silent film, Adventure, Black-and-white, Drama, Comedy, Indie",United States of America,"Silent film, English Language",0.25,0.75,1,3
82,19304.0,1928,0,1972,"Racket, The",61047,/m/0gkmh,The Racket,,84.0,0,"Crime Fiction, Silent film, Drama, Black-and-white",United States of America,"Silent film, English Language",0.3333333333333333,0.6666666666666667,1,2
83,18684.0,1928,0,1977,Beggars of Life,14305173,/m/03d0028,Beggars of Life,,100.0,0,"Drama, Adventure, Black-and-white, Crime Drama",United States of America,English Language,0.3333333333333333,0.6666666666666667,1,2
84,19290.0,1928,1,1979,"Power of the Press, The",5908853,/m/0fd0mf,The Power of the Press,,62.0,0,"Crime Fiction, Silent film, Melodrama, Indie, Black-and-white, Drama",United States of America,"Silent film, English Language",0.4,0.6,2,3
85,18937.0,1928,0,1980,A Girl in Every Port,17435717,/m/04g294c,A Girl in Every Port,,62.0,0,"Silent film, Comedy, Black-and-white",United States of America,"Silent film, English Language",0.6470588235294118,0.3529411764705882,11,6
86,19571.0,1928,2,2017,While the City Sleeps,15453790,/m/03m9vps,While the City Sleeps,,70.0,0,"Silent film, Black-and-white",United States of America,"Silent film, English Language",0.4,0.6,2,3
87,19130.0,1928,2,2021,"Man Who Laughs, The",8864659,/m/027mhn3,The Man Who Laughs,,110.0,0,"Horror, Silent film, Drama, Expressionism, Black-and-white",United States of America,"Silent film, English Language",0.3,0.7,3,7
88,18806.0,1928,1,5912,"Crowd, The",928593,/m/03qtw0,The Crowd,,104.0,0,"Silent film, Drama, Black-and-white",United States of America,"Silent film, English Language",0.4,0.6,2,3
89,18839.0,1928,2,5984,"Docks of New York, The",73432,/m/0jqkx,The Docks of New York,,75.0,0,"Silent film, Drama, Indie, Black-and-white",United States of America,"Silent film, English Language",0.4444444444444444,0.5555555555555556,4,5
90,19237.0,1928,2,9314,Our Dancing Daughters,2237290,/m/06y7_x,Our Dancing Daughters,,85.0,0,"Silent film, Melodrama, Drama, Black-and-white",United States of America,"Silent film, English Language",0.6,0.4,3,2
91,20530.0,1929,0,1313,Un chien andalou,161334,/m/015clp,Un chien andalou,,16.0,0,"Cult, Silent film, Art film, World cinema, Experimental film, Surrealism, Black-and-white, Short Film, Satire, Fantasy, Drama, Avant-garde, Indie",France,"French Language, Silent film",0.16666666666666666,0.8333333333333334,1,5
92,19777.0,1929,2,1953,"Cocoanuts, The",1216093,/m/04j1yl,The Cocoanuts,,93.0,0,"Absurdism, Screwball comedy, Black-and-white, Musical, Satire, Pre-Code, Comedy, Slapstick",United States of America,English Language,0.375,0.625,3,5
93,20572.0,1929,0,1962,Welcome Danger,32896528,/m/0bwvwc1,Welcome Danger,,115.0,0,"Crime Comedy, Comedy",United States of America,,0.3333333333333333,0.6666666666666667,1,2
94,19702.0,1929,2,5979,Blackmail,1237381,/m/04l1sb,Blackmail,,84.0,0,"Crime Fiction, Thriller, Psychological thriller, Black-and-white, Drama, Goat gland",England,English Language,0.3333333333333333,0.6666666666666667,3,6
95,20286.0,1929,0,6046,Throw of the Dice,12973724,/m/02z1wcb,A Throw of Dice,,74.0,0,"Romance Film, Silent film, Drama, Adventure",India,English Language,0.2857142857142857,0.7142857142857143,2,5
96,19729.0,1929,3,8464,Broadway Melody,61182,/m/0glt1,The Broadway Melody,3000000.0,100.0,1,"Backstage Musical, Drama, Musical, Pre-Code, Romance Film",United States of America,English Language,0.2222222222222222,0.7777777777777778,2,7
97,20697.0,1930,1,1315,"Blue Angel, The",1588930,/m/05drr_,The Blue Angel,77982.0,105.0,0,"Drama, Musical, Pre-Code, Black-and-white",Weimar Republic,"German Language, English Language",0.1875,0.8125,3,13
98,20629.0,1930,0,1316,All Quiet on the Western Front,4592959,/m/0cbl95,All Quiet on the Western Front,,145.0,0,"War film, Black-and-white, Drama, Film adaptation, Pre-Code, Action",United States of America,"French Language, Latin Language, English Language, German Language",0.06666666666666667,0.9333333333333333,1,14
99,20641.0,1930,3,1326,Anna Christie,8370506,/m/027122c,Anna Christie,,89.0,1,"Pre-Code, Romance Film, Drama, Black-and-white, Romantic drama",United States of America,English Language,0.2857142857142857,0.7142857142857143,2,5
100,21040.0,1930,3,3713,Ladies of Leisure,24469993,/m/07khv7l,Ladies of Leisure,,99.0,1,"Romance Film, Drama",United States of America,,0.5,0.5,1,1
101,21156.0,1930,1,3865,Morocco,74966,/m/0jz3_,Morocco,,92.0,0,"LGBT, Romance Film, Drama",United States of America,"French Language, English Language, Spanish Language",0.2857142857142857,0.7142857142857143,2,5
102,21148.0,1930,3,3927,Min and Bill,177741,/m/0183x1,Min and Bill,2000000.0,66.0,1,"Melodrama, Drama, Black-and-white",United States of America,English Language,0.42857142857142855,0.5714285714285714,3,4
103,20668.0,1930,3,6782,"Bat Whispers, The",17951322,/m/04crf3k,The Bat Whispers,,85.0,1,"Thriller, Mystery, Horror, Haunted House Film, Black-and-white",United States of America,English Language,0.3333333333333333,0.6666666666666667,1,2
104,21165.0,1930,3,7291,Murder!,1623263,/m/05hh4b,Murder!,,95.0,1,"Thriller, Mystery, Black-and-white, Crime Thriller",United Kingdom,English Language,0.5,0.5,6,6
105,20640.0,1930,3,8463,Animal Crackers,45224,/m/0c9dt,Animal Crackers,,97.0,1,"Absurdism, Screwball comedy, Black-and-white, Musical, Pre-Code, Comedy",United States of America,English Language,0.3333333333333333,0.6666666666666667,2,4
106,22100.0,1931,3,610,M,66322,/m/0hjsp,M,,125.0,1,"Thriller, Crime Fiction, Art film, World cinema, Psychological thriller, Black-and-white, Drama, Crime Thriller, Film noir",Weimar Republic,German Language,,,0,12
107,22208.0,1931,3,636,Night Nurse,9545952,/m/02pjj98,Night Nurse,,72.0,1,"Crime Fiction, Gangster Film, Black-and-white, Mystery, Pre-Code, Drama",United States of America,English Language,0.5,0.5,2,2
108,21884.0,1931,1,1317,Frankenstein,73488,/m/0jqzt,Frankenstein,12000000.0,65.0,0,"Science Fiction, Horror, Black-and-white, Monster",United States of America,English Language,0.25,0.75,3,9
109,20642.0,1931,3,1327,Anna Christie,8371008,/m/02712tf,Anna Christie,,85.0,1,"Drama, Black-and-white",United States of America,German Language,0.3333333333333333,0.6666666666666667,1,2
110,23196.0,1931,3,1333,Mata Hari,6538127,/m/0g9g9x,Mata Hari,,89.0,1,"Thriller, Black-and-white, Drama, Pre-Code, Romance Film, Spy",United States of America,English Language,0.3,0.7,3,7
111,22458.0,1931,0,1633,Tabu: A Story of the South Seas,76375,/m/0k4hr,Tabu,,82.0,0,"Romantic drama, Romance Film, Drama, Adventure, Black-and-white",United States of America,"French Language, English Language",1.0,0.0,1,0
112,22000.0,1931,3,1828,Indiscreet,14288728,/m/03c_hbs,Indiscreet,,75.0,1,"Romance Film, Musical, Drama, Comedy, Black-and-white",United States of America,,0.5,0.5,4,4
113,22054.0,1931,0,1956,"Last Flight, The",7901981,/m/026jc0y,The Last Flight,,76.0,0,"Drama, Black-and-white",United States of America,English Language,0.25,0.75,1,3
114,22251.0,1931,0,1974,Pardon Us,3177256,/m/08xb1_,Pardon Us,,56.0,0,"Satire, Comedy, Black-and-white",United States of America,English Language,0.16666666666666666,0.8333333333333334,1,5
115,21814.0,1931,2,1985,Dracula,1046559,/m/04193s,Dracula,,75.0,0,"Pre-Code, Horror, Fantasy, Black-and-white",United States of America,"Latin Language, English Language, Hungarian language",0.3333333333333333,0.6666666666666667,3,6
116,21815.0,1931,3,8213,Dracula,1046559,/m/04193s,Dracula,,75.0,1,"Pre-Code, Horror, Fantasy, Black-and-white",United States of America,"Latin Language, English Language, Hungarian language",0.3333333333333333,0.6666666666666667,3,6
117,4779026.0,2016,1,8581,I Had a Bloody Good Time at House Harker,1046559,/m/04193s,Dracula,,75.0,0,"Pre-Code, Horror, Fantasy, Black-and-white",United States of America,"Latin Language, English Language, Hungarian language",0.3333333333333333,0.6666666666666667,3,6
118,22158.0,1931,1,2384,Monkey Business,1230304,/m/04kfh9,Monkey Business,,79.0,0,"Screwball comedy, Comedy, Black-and-white",United States of America,English Language,0.2222222222222222,0.7777777777777778,2,7
119,21749.0,1931,3,2705,City Lights,73401,/m/0jq9t,City Lights,5019181.0,87.0,1,"Romantic comedy, Silent film, Black-and-white, Drama, Comedy, Romantic drama, Romance Film",United States of America,English Language,0.3333333333333333,0.6666666666666667,2,4
120,22074.0,1931,2,4243,"Smiling Lieutenant, The",61062,/m/0gkt3,The Smiling Lieutenant,,89.0,0,"Romantic comedy, Black-and-white, Musical, Pre-Code, Comedy, Romance Film",United States of America,"French Language, English Language",0.3333333333333333,0.6666666666666667,2,4
121,21735.0,1931,3,5741,"Cheat, The",35340704,/m/0j9mmmh,The Cheat,,74.0,1,Drama,United States of America,English Language,0.25,0.75,1,3
122,22286.0,1931,3,5934,"Public Enemy, The",76034,/m/0k2yr,The Public Enemy,,96.0,1,"Crime Fiction, Gangster Film, Crime Drama, Black-and-white, Drama, Pre-Code",United States of America,English Language,0.4166666666666667,0.5833333333333333,5,7
123,21739.0,1931,3,6030,La Chienne,2742956,/m/080bfc,La Chienne,,91.0,1,"Drama, Black-and-white",France,French Language,0.25,0.75,1,3
124,22599.0,1931,1,6031,A Nous la Liberte,724551,/m/035wgg,À nous la liberté,,97.0,0,"World cinema, Workplace Comedy, Black-and-white, Musical, Satire, Fantasy, Comedy",France,French Language,0.2,0.8,1,4
